,Epoch,Iteration,Accuracy,Top3,Prediction,Target
0,0,67.0,0.0,0.0,[7],tensor([2])
0,0,67.125,1.0,1.0,[7],tensor([7])
0,0,67.25,1.0,1.0,[1],tensor([1])
0,0,67.375,0.0,1.0,[2],tensor([5])
0,0,67.5,0.0,0.0,[7],tensor([3])
0,0,67.625,0.0,1.0,[2],tensor([9])
0,0,67.75,1.0,1.0,[5],tensor([5])
0,0,67.875,0.0,0.0,[6],tensor([5])
0,0,68.0,1.0,1.0,[7],tensor([7])
0,0,68.125,1.0,1.0,[0],tensor([0])
0,0,68.25,0.0,1.0,[1],tensor([0])
0,0,68.375,1.0,1.0,[2],tensor([2])
0,0,68.5,0.0,1.0,[7],tensor([8])
0,0,68.625,0.0,1.0,[4],tensor([8])
0,0,68.75,0.0,0.0,[2],tensor([9])
0,0,68.875,1.0,1.0,[0],tensor([0])
0,0,69.0,0.0,1.0,[1],tensor([3])
0,0,69.125,1.0,1.0,[0],tensor([0])
0,0,69.25,0.0,0.0,[8],tensor([0])
0,0,69.375,0.0,1.0,[1],tensor([3])
0,0,69.5,0.0,1.0,[1],tensor([3])
0,0,69.625,0.0,1.0,[1],tensor([3])
0,0,69.75,0.0,1.0,[0],tensor([9])
0,0,69.875,1.0,1.0,[0],tensor([0])
0,0,70.0,0.0,0.0,[9],tensor([3])
0,0,70.125,0.0,1.0,[6],tensor([9])
0,0,70.25,0.0,0.0,[7],tensor([1])
0,0,70.375,1.0,1.0,[7],tensor([7])
0,0,70.5,0.0,1.0,[4],tensor([8])
0,0,70.625,0.0,0.0,[8],tensor([4])
0,0,70.75,0.0,0.0,[3],tensor([6])
0,0,70.875,1.0,1.0,[0],tensor([0])
0,0,71.0,0.0,1.0,[6],tensor([9])
0,0,71.125,0.0,0.0,[3],tensor([4])
0,0,71.25,1.0,1.0,[9],tensor([9])
0,0,71.375,0.0,1.0,[3],tensor([8])
0,0,71.5,0.0,1.0,[3],tensor([5])
0,0,71.625,0.0,1.0,[3],tensor([1])
0,0,71.75,0.0,1.0,[8],tensor([0])
0,0,71.875,1.0,1.0,[0],tensor([0])
0,0,72.0,0.0,1.0,[6],tensor([9])
0,0,72.125,0.0,1.0,[8],tensor([9])
0,0,72.25,0.0,0.0,[3],tensor([9])
0,0,72.375,0.0,0.0,[4],tensor([6])
0,0,72.5,0.0,1.0,[1],tensor([3])
0,0,72.625,0.0,0.0,[4],tensor([2])
0,0,72.75,0.0,0.0,[4],tensor([1])
0,0,72.875,1.0,1.0,[2],tensor([2])
0,0,73.0,0.0,0.0,[3],tensor([2])
0,0,73.125,0.0,1.0,[1],tensor([3])
0,0,73.25,1.0,1.0,[1],tensor([1])
0,0,73.375,0.0,0.0,[6],tensor([9])
0,0,73.5,1.0,1.0,[4],tensor([4])
0,0,73.625,0.0,0.0,[4],tensor([6])
0,0,73.75,0.0,0.0,[2],tensor([8])
0,0,73.875,0.0,1.0,[3],tensor([8])
0,0,74.0,0.0,0.0,[3],tensor([8])
0,0,74.125,0.0,0.0,[5],tensor([8])
0,0,74.25,0.0,1.0,[1],tensor([3])
0,0,74.375,1.0,1.0,[7],tensor([7])
0,0,74.5,1.0,1.0,[1],tensor([1])
0,0,74.625,0.0,0.0,[6],tensor([5])
0,0,74.75,0.0,1.0,[1],tensor([0])
0,0,74.875,0.0,1.0,[1],tensor([3])
0,0,75.0,1.0,1.0,[1],tensor([1])
0,0,75.125,0.0,0.0,[6],tensor([5])
0,0,75.25,0.0,1.0,[0],tensor([9])
0,0,75.375,0.0,1.0,[1],tensor([3])
0,0,75.5,1.0,1.0,[7],tensor([7])
0,0,75.625,0.0,1.0,[5],tensor([7])
0,0,75.75,0.0,1.0,[8],tensor([0])
0,0,75.875,0.0,0.0,[4],tensor([9])
0,0,76.0,0.0,1.0,[1],tensor([3])
0,0,76.125,0.0,1.0,[4],tensor([7])
0,0,76.25,0.0,0.0,[4],tensor([2])
0,0,76.375,1.0,1.0,[7],tensor([7])
0,0,76.5,0.0,0.0,[9],tensor([4])
0,0,76.625,0.0,0.0,[6],tensor([5])
0,0,76.75,0.0,1.0,[9],tensor([2])
0,0,76.875,1.0,1.0,[1],tensor([1])
0,0,77.0,0.0,0.0,[5],tensor([8])
0,0,77.125,0.0,0.0,[0],tensor([2])
0,0,77.25,0.0,0.0,[5],tensor([0])
0,0,77.375,0.0,0.0,[9],tensor([3])
0,0,77.5,0.0,0.0,[5],tensor([7])
0,0,77.625,0.0,1.0,[0],tensor([9])
0,0,77.75,1.0,1.0,[6],tensor([6])
0,0,77.875,0.0,0.0,[3],tensor([0])
0,0,78.0,0.0,0.0,[4],tensor([2])
0,0,78.125,0.0,1.0,[4],tensor([9])
0,0,78.25,0.0,0.0,[2],tensor([9])
0,0,78.375,0.0,1.0,[2],tensor([8])
0,0,78.5,1.0,1.0,[7],tensor([7])
0,0,78.625,0.0,1.0,[0],tensor([4])
0,0,78.75,0.0,1.0,[8],tensor([5])
0,0,78.875,1.0,1.0,[9],tensor([9])
0,0,79.0,0.0,1.0,[8],tensor([5])
0,0,79.125,1.0,1.0,[0],tensor([0])
0,0,79.25,0.0,0.0,[9],tensor([2])
0,0,79.375,0.0,0.0,[6],tensor([2])
0,0,79.5,0.0,0.0,[4],tensor([8])
0,0,79.625,1.0,1.0,[1],tensor([1])
0,0,79.75,1.0,1.0,[7],tensor([7])
0,0,79.875,1.0,1.0,[7],tensor([7])
0,0,80.0,1.0,1.0,[7],tensor([7])
0,0,80.125,0.0,0.0,[4],tensor([9])
0,0,80.25,0.0,0.0,[6],tensor([9])
0,0,80.375,1.0,1.0,[6],tensor([6])
0,0,80.5,1.0,1.0,[1],tensor([1])
0,0,80.625,1.0,1.0,[8],tensor([8])
0,0,80.75,1.0,1.0,[3],tensor([3])
0,0,80.875,1.0,1.0,[1],tensor([1])
0,0,81.0,0.0,0.0,[6],tensor([4])
0,0,81.125,0.0,0.0,[3],tensor([7])
0,0,81.25,1.0,1.0,[2],tensor([2])
0,0,81.375,1.0,1.0,[7],tensor([7])
0,0,81.5,0.0,0.0,[3],tensor([5])
0,0,81.625,0.0,1.0,[6],tensor([9])
0,0,81.75,1.0,1.0,[7],tensor([7])
0,0,81.875,0.0,0.0,[9],tensor([2])
0,0,82.0,0.0,1.0,[1],tensor([3])
0,0,82.125,0.0,0.0,[3],tensor([4])
0,0,82.25,0.0,1.0,[0],tensor([2])
0,0,82.375,0.0,0.0,[4],tensor([7])
0,0,82.5,0.0,1.0,[9],tensor([8])
0,0,82.625,0.0,1.0,[5],tensor([0])
0,0,82.75,0.0,0.0,[7],tensor([5])
0,0,82.875,1.0,1.0,[7],tensor([7])
0,0,83.0,1.0,1.0,[7],tensor([7])
0,0,83.125,0.0,1.0,[3],tensor([4])
0,0,83.25,0.0,0.0,[4],tensor([8])
0,0,83.375,0.0,0.0,[5],tensor([6])
0,0,83.5,1.0,1.0,[2],tensor([2])
0,0,83.625,0.0,0.0,[4],tensor([6])
0,0,83.75,1.0,1.0,[7],tensor([7])
0,0,83.875,1.0,1.0,[1],tensor([1])
0,0,84.0,1.0,1.0,[1],tensor([1])
0,0,84.125,0.0,1.0,[1],tensor([3])
0,0,84.25,1.0,1.0,[9],tensor([9])
0,0,84.375,0.0,1.0,[0],tensor([9])
0,0,84.5,1.0,1.0,[7],tensor([7])
0,0,84.625,0.0,1.0,[6],tensor([9])
0,0,84.75,0.0,1.0,[9],tensor([2])
0,0,84.875,1.0,1.0,[6],tensor([6])
0,0,85.0,0.0,0.0,[3],tensor([6])
0,0,85.125,0.0,0.0,[6],tensor([9])
0,0,85.25,1.0,1.0,[2],tensor([2])
0,0,85.375,0.0,0.0,[6],tensor([9])
0,0,85.5,0.0,0.0,[5],tensor([3])
0,0,85.625,0.0,1.0,[3],tensor([8])
0,0,85.75,0.0,0.0,[5],tensor([9])
0,0,85.875,0.0,1.0,[4],tensor([3])
0,0,86.0,1.0,1.0,[2],tensor([2])
0,0,86.125,0.0,1.0,[0],tensor([8])
0,0,86.25,0.0,1.0,[8],tensor([5])
0,0,86.375,0.0,1.0,[1],tensor([3])
0,0,86.5,0.0,0.0,[6],tensor([5])
0,0,86.625,0.0,1.0,[2],tensor([4])
0,0,86.75,0.0,0.0,[9],tensor([2])
0,0,86.875,0.0,1.0,[9],tensor([4])
0,0,87.0,0.0,0.0,[4],tensor([6])
0,0,87.125,0.0,1.0,[3],tensor([4])
0,0,87.25,0.0,0.0,[3],tensor([4])
0,0,87.375,0.0,1.0,[1],tensor([3])
0,0,87.5,0.0,1.0,[1],tensor([0])
0,0,87.625,0.0,1.0,[2],tensor([4])
0,0,87.75,0.0,0.0,[5],tensor([2])
0,0,87.875,1.0,1.0,[1],tensor([1])
0,0,88.0,1.0,1.0,[7],tensor([7])
0,0,88.125,0.0,1.0,[3],tensor([4])
0,0,88.25,0.0,0.0,[6],tensor([9])
0,0,88.375,0.0,0.0,[8],tensor([5])
0,0,88.5,1.0,1.0,[0],tensor([0])
0,0,88.625,1.0,1.0,[4],tensor([4])
0,0,88.75,0.0,0.0,[8],tensor([4])
0,0,88.875,0.0,0.0,[3],tensor([4])
0,0,89.0,0.0,0.0,[8],tensor([9])
0,0,89.125,0.0,1.0,[1],tensor([0])
0,0,89.25,1.0,1.0,[5],tensor([5])
0,0,89.375,1.0,1.0,[6],tensor([6])
0,0,89.5,0.0,0.0,[0],tensor([2])
0,0,89.625,0.0,1.0,[6],tensor([9])
0,0,89.75,0.0,0.0,[9],tensor([3])
0,0,89.875,0.0,1.0,[2],tensor([8])
0,0,90.0,0.0,0.0,[3],tensor([1])
0,0,90.125,0.0,0.0,[4],tensor([2])
0,0,90.25,0.0,1.0,[4],tensor([7])
0,0,90.375,0.0,0.0,[6],tensor([9])
0,0,90.5,0.0,0.0,[4],tensor([6])
0,0,90.625,1.0,1.0,[4],tensor([4])
0,0,90.75,1.0,1.0,[4],tensor([4])
0,0,90.875,0.0,0.0,[9],tensor([2])
0,0,91.0,0.0,0.0,[5],tensor([0])
0,0,91.125,0.0,1.0,[3],tensor([8])
0,0,91.25,0.0,0.0,[6],tensor([9])
0,0,91.375,0.0,1.0,[6],tensor([5])
0,0,91.5,0.0,1.0,[2],tensor([5])
0,0,91.625,0.0,0.0,[7],tensor([8])
0,0,91.75,0.0,0.0,[8],tensor([9])
0,0,91.875,0.0,1.0,[0],tensor([9])
0,0,92.0,0.0,0.0,[3],tensor([4])
0,0,92.125,0.0,1.0,[3],tensor([9])
0,0,92.25,1.0,1.0,[3],tensor([3])
0,0,92.375,0.0,0.0,[7],tensor([5])
0,0,92.5,0.0,0.0,[4],tensor([7])
0,0,92.625,1.0,1.0,[0],tensor([0])
0,0,92.75,1.0,1.0,[3],tensor([3])
0,0,92.875,0.0,1.0,[3],tensor([8])
0,0,93.0,0.0,1.0,[0],tensor([2])
0,0,93.125,0.0,1.0,[8],tensor([5])
0,0,93.25,1.0,1.0,[7],tensor([7])
0,0,93.375,1.0,1.0,[5],tensor([5])
0,0,93.5,1.0,1.0,[6],tensor([6])
0,0,93.625,0.0,0.0,[4],tensor([6])
0,0,93.75,0.0,0.0,[3],tensor([8])
0,0,93.875,0.0,0.0,[6],tensor([9])
0,0,94.0,1.0,1.0,[1],tensor([1])
0,0,94.125,0.0,0.0,[6],tensor([9])
0,0,94.25,1.0,1.0,[1],tensor([1])
0,0,94.375,0.0,0.0,[7],tensor([8])
0,0,94.5,0.0,0.0,[6],tensor([2])
0,0,94.625,0.0,1.0,[8],tensor([9])
0,0,94.75,1.0,1.0,[5],tensor([5])
0,0,94.875,0.0,0.0,[8],tensor([9])
0,0,95.0,1.0,1.0,[0],tensor([0])
0,0,95.125,1.0,1.0,[2],tensor([2])
0,0,95.25,0.0,0.0,[8],tensor([1])
0,0,95.375,0.0,1.0,[6],tensor([5])
0,0,95.5,1.0,1.0,[9],tensor([9])
0,0,95.625,0.0,1.0,[1],tensor([3])
0,0,95.75,1.0,1.0,[2],tensor([2])
0,0,95.875,0.0,1.0,[5],tensor([9])
0,0,96.0,0.0,0.0,[5],tensor([4])
0,0,96.125,1.0,1.0,[2],tensor([2])
0,0,96.25,0.0,0.0,[8],tensor([5])
0,0,96.375,0.0,1.0,[6],tensor([4])
0,0,96.5,0.0,1.0,[4],tensor([2])
0,0,96.625,0.0,0.0,[0],tensor([9])
0,0,96.75,1.0,1.0,[3],tensor([3])
0,0,96.875,0.0,0.0,[6],tensor([9])
0,0,97.0,1.0,1.0,[2],tensor([2])
0,0,97.125,0.0,0.0,[9],tensor([2])
0,0,97.25,1.0,1.0,[1],tensor([1])
0,0,97.375,1.0,1.0,[0],tensor([0])
0,0,97.5,0.0,1.0,[3],tensor([4])
0,0,97.625,0.0,1.0,[2],tensor([4])
0,0,97.75,0.0,0.0,[4],tensor([1])
0,0,97.875,0.0,0.0,[8],tensor([5])
0,0,98.0,0.0,0.0,[7],tensor([4])
0,0,98.125,1.0,1.0,[9],tensor([9])
0,0,98.25,0.0,0.0,[7],tensor([3])
0,0,98.375,0.0,0.0,[5],tensor([7])
0,0,98.5,0.0,0.0,[9],tensor([4])
0,0,98.625,1.0,1.0,[1],tensor([1])
0,0,98.75,1.0,1.0,[2],tensor([2])
0,0,98.875,0.0,0.0,[5],tensor([9])
0,0,99.0,1.0,1.0,[7],tensor([7])
0,0,99.125,0.0,1.0,[3],tensor([9])
0,0,99.25,1.0,1.0,[2],tensor([2])
0,0,99.375,1.0,1.0,[8],tensor([8])
0,0,99.5,1.0,1.0,[0],tensor([0])
0,0,99.625,1.0,1.0,[0],tensor([0])
0,0,99.75,0.0,0.0,[5],tensor([8])
0,0,99.875,0.0,0.0,[9],tensor([7])
